batsman,match_id,batting_team,bowling_team,runs_scored,year
DA Miller,1304097,Gujarat Titans,Mumbai Indians,19,2022
HH Pandya,1304097,Gujarat Titans,Mumbai Indians,24,2022
Ishan Kishan,1304097,Mumbai Indians,Gujarat Titans,45,2022
KA Pollard,1304097,Mumbai Indians,Gujarat Titans,4,2022
R Tewatia,1304097,Gujarat Titans,Mumbai Indians,3,2022
RG Sharma,1304097,Mumbai Indians,Gujarat Titans,43,2022
Rashid Khan,1304097,Gujarat Titans,Mumbai Indians,1,2022
SA Yadav,1304097,Mumbai Indians,Gujarat Titans,13,2022
Shubman Gill,1304097,Gujarat Titans,Mumbai Indians,52,2022
TH David,1304097,Mumbai Indians,Gujarat Titans,44,2022
Tilak Varma,1304097,Mumbai Indians,Gujarat Titans,21,2022
WP Saha,1304097,Gujarat Titans,Mumbai Indians,55,2022
D Padikkal,1304098,Rajasthan Royals,Punjab Kings,31,2022
JC Buttler,1304098,Rajasthan Royals,Punjab Kings,30,2022
JM Bairstow,1304098,Punjab Kings,Rajasthan Royals,56,2022
JM Sharma,1304098,Punjab Kings,Rajasthan Royals,38,2022
LS Livingstone,1304098,Punjab Kings,Rajasthan Royals,22,2022
MA Agarwal,1304098,Punjab Kings,Rajasthan Royals,15,2022
PBB Rajapaksa,1304098,Punjab Kings,Rajasthan Royals,27,2022
R Dhawan,1304098,Punjab Kings,Rajasthan Royals,5,2022
S Dhawan,1304098,Punjab Kings,Rajasthan Royals,12,2022
SO Hetmyer,1304098,Rajasthan Royals,Punjab Kings,31,2022
SV Samson,1304098,Rajasthan Royals,Punjab Kings,23,2022
YBK Jaiswal,1304098,Rajasthan Royals,Punjab Kings,68,2022
A Badoni,1304099,Lucknow Super Giants,Kolkata Knight Riders,15,2022
AD Russell,1304099,Kolkata Knight Riders,Lucknow Super Giants,45,2022
AJ Finch,1304099,Kolkata Knight Riders,Lucknow Super Giants,14,2022
DJ Hooda,1304099,Lucknow Super Giants,Kolkata Knight Riders,41,2022
Harshit Rana,1304099,Kolkata Knight Riders,Lucknow Super Giants,2,2022
JO Holder,1304099,Lucknow Super Giants,Kolkata Knight Riders,13,2022
KH Pandya,1304099,Lucknow Super Giants,Kolkata Knight Riders,25,2022
MP Stoinis,1304099,Lucknow Super Giants,Kolkata Knight Riders,28,2022
N Rana,1304099,Kolkata Knight Riders,Lucknow Super Giants,2,2022
Q de Kock,1304099,Lucknow Super Giants,Kolkata Knight Riders,50,2022
RK Singh,1304099,Kolkata Knight Riders,Lucknow Super Giants,6,2022
SP Narine,1304099,Kolkata Knight Riders,Lucknow Super Giants,22,2022
SS Iyer,1304099,Kolkata Knight Riders,Lucknow Super Giants,6,2022
Shivam Mavi,1304099,Kolkata Knight Riders,Lucknow Super Giants,1,2022
AK Markram,1304100,Sunrisers Hyderabad,Royal Challengers Bangalore,21,2022
B Kumar,1304100,Sunrisers Hyderabad,Royal Challengers Bangalore,8,2022
F du Plessis,1304100,Royal Challengers Bangalore,Sunrisers Hyderabad,73,2022
Fazalhaq Farooqi,1304100,Sunrisers Hyderabad,Royal Challengers Bangalore,2,2022
GJ Maxwell,1304100,Royal Challengers Bangalore,Sunrisers Hyderabad,33,2022
J Suchith,1304100,Sunrisers Hyderabad,Royal Challengers Bangalore,2,2022
KD Karthik,1304100,Royal Challengers Bangalore,Sunrisers Hyderabad,30,2022
N Pooran,1304100,Sunrisers Hyderabad,Royal Challengers Bangalore,19,2022
RA Tripathi,1304100,Sunrisers Hyderabad,Royal Challengers Bangalore,58,2022
RM Patidar,1304100,Royal Challengers Bangalore,Sunrisers Hyderabad,48,2022
Shashank Singh,1304100,Sunrisers Hyderabad,Royal Challengers Bangalore,8,2022
A Nortje,1304101,Delhi Capitals,Chennai Super Kings,1,2022
AR Patel,1304101,Delhi Capitals,Chennai Super Kings,1,2022
AT Rayudu,1304101,Chennai Super Kings,Delhi Capitals,5,2022
DA Warner,1304101,Delhi Capitals,Chennai Super Kings,19,2022
DJ Bravo,1304101,Chennai Super Kings,Delhi Capitals,1,2022
DP Conway,1304101,Chennai Super Kings,Delhi Capitals,87,2022
KS Bharat,1304101,Delhi Capitals,Chennai Super Kings,8,2022
Kuldeep Yadav,1304101,Delhi Capitals,Chennai Super Kings,5,2022
MM Ali,1304101,Chennai Super Kings,Delhi Capitals,9,2022
MR Marsh,1304101,Delhi Capitals,Chennai Super Kings,25,2022
MS Dhoni,1304101,Chennai Super Kings,Delhi Capitals,21,2022
R Powell,1304101,Delhi Capitals,Chennai Super Kings,3,2022
RD Gaikwad,1304101,Chennai Super Kings,Delhi Capitals,41,2022
RR Pant,1304101,Delhi Capitals,Chennai Super Kings,21,2022
RV Patel,1304101,Delhi Capitals,Chennai Super Kings,6,2022
S Dube,1304101,Chennai Super Kings,Delhi Capitals,32,2022
SN Thakur,1304101,Delhi Capitals,Chennai Super Kings,24,2022
AD Russell,1304102,Kolkata Knight Riders,Mumbai Indians,9,2022
AM Rahane,1304102,Kolkata Knight Riders,Mumbai Indians,25,2022
DR Sams,1304102,Mumbai Indians,Kolkata Knight Riders,1,2022
Ishan Kishan,1304102,Mumbai Indians,Kolkata Knight Riders,51,2022
K Kartikeya,1304102,Mumbai Indians,Kolkata Knight Riders,3,2022
KA Pollard,1304102,Mumbai Indians,Kolkata Knight Riders,15,2022
N Rana,1304102,Kolkata Knight Riders,Mumbai Indians,43,2022
RG Sharma,1304102,Mumbai Indians,Kolkata Knight Riders,2,2022
RK Singh,1304102,Kolkata Knight Riders,Mumbai Indians,23,2022
Ramandeep Singh,1304102,Mumbai Indians,Kolkata Knight Riders,12,2022
SP Jackson,1304102,Kolkata Knight Riders,Mumbai Indians,5,2022
SS Iyer,1304102,Kolkata Knight Riders,Mumbai Indians,6,2022
TH David,1304102,Mumbai Indians,Kolkata Knight Riders,13,2022
Tilak Varma,1304102,Mumbai Indians,Kolkata Knight Riders,6,2022
VR Iyer,1304102,Kolkata Knight Riders,Mumbai Indians,43,2022
A Badoni,1304103,Lucknow Super Giants,Gujarat Titans,8,2022
Avesh Khan,1304103,Lucknow Super Giants,Gujarat Titans,12,2022
DA Miller,1304103,Gujarat Titans,Lucknow Super Giants,26,2022
DJ Hooda,1304103,Lucknow Super Giants,Gujarat Titans,27,2022
HH Pandya,1304103,Gujarat Titans,Lucknow Super Giants,11,2022
JO Holder,1304103,Lucknow Super Giants,Gujarat Titans,1,2022
KH Pandya,1304103,Lucknow Super Giants,Gujarat Titans,5,2022
KL Rahul,1304103,Lucknow Super Giants,Gujarat Titans,8,2022
KS Sharma,1304103,Lucknow Super Giants,Gujarat Titans,4,2022
MP Stoinis,1304103,Lucknow Super Giants,Gujarat Titans,2,2022
MS Wade,1304103,Gujarat Titans,Lucknow Super Giants,10,2022
Mohsin Khan (2),1304103,Lucknow Super Giants,Gujarat Titans,1,2022
Q de Kock,1304103,Lucknow Super Giants,Gujarat Titans,11,2022
R Tewatia,1304103,Gujarat Titans,Lucknow Super Giants,22,2022
Shubman Gill,1304103,Gujarat Titans,Lucknow Super Giants,63,2022
WP Saha,1304103,Gujarat Titans,Lucknow Super Giants,5,2022
D Padikkal,1304104,Rajasthan Royals,Delhi Capitals,48,2022
DA Warner,1304104,Delhi Capitals,Rajasthan Royals,52,2022
HE van der Dussen,1304104,Rajasthan Royals,Delhi Capitals,12,2022
JC Buttler,1304104,Rajasthan Royals,Delhi Capitals,7,2022
MR Marsh,1304104,Delhi Capitals,Rajasthan Royals,89,2022
R Ashwin,1304104,Rajasthan Royals,Delhi Capitals,50,2022
R Parag,1304104,Rajasthan Royals,Delhi Capitals,9,2022
RR Pant,1304104,Delhi Capitals,Rajasthan Royals,13,2022
SV Samson,1304104,Rajasthan Royals,Delhi Capitals,6,2022
TA Boult,1304104,Rajasthan Royals,Delhi Capitals,3,2022
YBK Jaiswal,1304104,Rajasthan Royals,Delhi Capitals,19,2022
AT Rayudu,1304105,Chennai Super Kings,Mumbai Indians,10,2022
DJ Bravo,1304105,Chennai Super Kings,Mumbai Indians,12,2022
DR Sams,1304105,Mumbai Indians,Chennai Super Kings,1,2022
HR Shokeen,1304105,Mumbai Indians,Chennai Super Kings,18,2022
Ishan Kishan,1304105,Mumbai Indians,Chennai Super Kings,6,2022
MS Dhoni,1304105,Chennai Super Kings,Mumbai Indians,36,2022
Mukesh Choudhary,1304105,Chennai Super Kings,Mumbai Indians,4,2022
RD Gaikwad,1304105,Chennai Super Kings,Mumbai Indians,7,2022
RG Sharma,1304105,Mumbai Indians,Chennai Super Kings,18,2022
RV Uthappa,1304105,Chennai Super Kings,Mumbai Indians,1,2022
S Dube,1304105,Chennai Super Kings,Mumbai Indians,10,2022
Simarjeet Singh,1304105,Chennai Super Kings,Mumbai Indians,2,2022
TH David,1304105,Mumbai Indians,Chennai Super Kings,16,2022
Tilak Varma,1304105,Mumbai Indians,Chennai Super Kings,34,2022
F du Plessis,1304106,Royal Challengers Bangalore,Punjab Kings,10,2022
GJ Maxwell,1304106,Royal Challengers Bangalore,Punjab Kings,35,2022
HV Patel,1304106,Royal Challengers Bangalore,Punjab Kings,11,2022
Harpreet Brar,1304106,Punjab Kings,Royal Challengers Bangalore,7,2022
JM Bairstow,1304106,Punjab Kings,Royal Challengers Bangalore,66,2022
JM Sharma,1304106,Punjab Kings,Royal Challengers Bangalore,9,2022
JR Hazlewood,1304106,Royal Challengers Bangalore,Punjab Kings,7,2022
KD Karthik,1304106,Royal Challengers Bangalore,Punjab Kings,11,2022
LS Livingstone,1304106,Punjab Kings,Royal Challengers Bangalore,70,2022
MA Agarwal,1304106,Punjab Kings,Royal Challengers Bangalore,19,2022
MK Lomror,1304106,Royal Challengers Bangalore,Punjab Kings,6,2022
Mohammed Siraj,1304106,Royal Challengers Bangalore,Punjab Kings,9,2022
PBB Rajapaksa,1304106,Punjab Kings,Royal Challengers Bangalore,1,2022
PWH de Silva,1304106,Royal Challengers Bangalore,Punjab Kings,1,2022
R Dhawan,1304106,Punjab Kings,Royal Challengers Bangalore,7,2022
RD Chahar,1304106,Punjab Kings,Royal Challengers Bangalore,2,2022
RM Patidar,1304106,Royal Challengers Bangalore,Punjab Kings,26,2022
S Dhawan,1304106,Punjab Kings,Royal Challengers Bangalore,21,2022
Shahbaz Ahmed,1304106,Royal Challengers Bangalore,Punjab Kings,9,2022
V Kohli,1304106,Royal Challengers Bangalore,Punjab Kings,20,2022
AD Russell,1304107,Kolkata Knight Riders,Sunrisers Hyderabad,49,2022
AK Markram,1304107,Sunrisers Hyderabad,Kolkata Knight Riders,32,2022
AM Rahane,1304107,Kolkata Knight Riders,Sunrisers Hyderabad,28,2022
Abhishek Sharma,1304107,Sunrisers Hyderabad,Kolkata Knight Riders,43,2022
B Kumar,1304107,Sunrisers Hyderabad,Kolkata Knight Riders,6,2022
KS Williamson,1304107,Sunrisers Hyderabad,Kolkata Knight Riders,9,2022
M Jansen,1304107,Sunrisers Hyderabad,Kolkata Knight Riders,1,2022
N Pooran,1304107,Sunrisers Hyderabad,Kolkata Knight Riders,2,2022
N Rana,1304107,Kolkata Knight Riders,Sunrisers Hyderabad,26,2022
RA Tripathi,1304107,Sunrisers Hyderabad,Kolkata Knight Riders,9,2022
RK Singh,1304107,Kolkata Knight Riders,Sunrisers Hyderabad,5,2022
SP Narine,1304107,Kolkata Knight Riders,Sunrisers Hyderabad,1,2022
SS Iyer,1304107,Kolkata Knight Riders,Sunrisers Hyderabad,15,2022
SW Billings,1304107,Kolkata Knight Riders,Sunrisers Hyderabad,34,2022
Shashank Singh,1304107,Sunrisers Hyderabad,Kolkata Knight Riders,11,2022
Umran Malik,1304107,Sunrisers Hyderabad,Kolkata Knight Riders,3,2022
VR Iyer,1304107,Kolkata Knight Riders,Sunrisers Hyderabad,7,2022
Washington Sundar,1304107,Sunrisers Hyderabad,Kolkata Knight Riders,4,2022
DA Miller,1304108,Gujarat Titans,Chennai Super Kings,15,2022
DP Conway,1304108,Chennai Super Kings,Gujarat Titans,5,2022
HH Pandya,1304108,Gujarat Titans,Chennai Super Kings,7,2022
MJ Santner,1304108,Chennai Super Kings,Gujarat Titans,1,2022
MM Ali,1304108,Chennai Super Kings,Gujarat Titans,21,2022
MS Dhoni,1304108,Chennai Super Kings,Gujarat Titans,7,2022
MS Wade,1304108,Gujarat Titans,Chennai Super Kings,20,2022
N Jagadeesan,1304108,Chennai Super Kings,Gujarat Titans,39,2022
RD Gaikwad,1304108,Chennai Super Kings,Gujarat Titans,53,2022
Shubman Gill,1304108,Gujarat Titans,Chennai Super Kings,18,2022
WP Saha,1304108,Gujarat Titans,Chennai Super Kings,67,2022
Avesh Khan,1304109,Lucknow Super Giants,Rajasthan Royals,1,2022
D Padikkal,1304109,Rajasthan Royals,Lucknow Super Giants,39,2022
DJ Hooda,1304109,Lucknow Super Giants,Rajasthan Royals,59,2022
JC Buttler,1304109,Rajasthan Royals,Lucknow Super Giants,2,2022
JDS Neesham,1304109,Rajasthan Royals,Lucknow Super Giants,14,2022
JO Holder,1304109,Lucknow Super Giants,Rajasthan Royals,1,2022
KH Pandya,1304109,Lucknow Super Giants,Rajasthan Royals,25,2022
KL Rahul,1304109,Lucknow Super Giants,Rajasthan Royals,10,2022
MP Stoinis,1304109,Lucknow Super Giants,Rajasthan Royals,27,2022
Mohsin Khan (2),1304109,Lucknow Super Giants,Rajasthan Royals,9,2022
Q de Kock,1304109,Lucknow Super Giants,Rajasthan Royals,7,2022
R Ashwin,1304109,Rajasthan Royals,Lucknow Super Giants,10,2022
R Parag,1304109,Rajasthan Royals,Lucknow Super Giants,19,2022
SV Samson,1304109,Rajasthan Royals,Lucknow Super Giants,32,2022
TA Boult,1304109,Rajasthan Royals,Lucknow Super Giants,17,2022
YBK Jaiswal,1304109,Rajasthan Royals,Lucknow Super Giants,41,2022
AR Patel,1304110,Delhi Capitals,Punjab Kings,17,2022
Arshdeep Singh,1304110,Punjab Kings,Delhi Capitals,2,2022
Harpreet Brar,1304110,Punjab Kings,Delhi Capitals,1,2022
JM Bairstow,1304110,Punjab Kings,Delhi Capitals,28,2022
JM Sharma,1304110,Punjab Kings,Delhi Capitals,44,2022
K Rabada,1304110,Punjab Kings,Delhi Capitals,6,2022
Kuldeep Yadav,1304110,Delhi Capitals,Punjab Kings,2,2022
LS Livingstone,1304110,Punjab Kings,Delhi Capitals,3,2022
Lalit Yadav,1304110,Delhi Capitals,Punjab Kings,24,2022
MR Marsh,1304110,Delhi Capitals,Punjab Kings,63,2022
PBB Rajapaksa,1304110,Punjab Kings,Delhi Capitals,4,2022
R Dhawan,1304110,Punjab Kings,Delhi Capitals,4,2022
R Powell,1304110,Delhi Capitals,Punjab Kings,2,2022
RD Chahar,1304110,Punjab Kings,Delhi Capitals,25,2022
RR Pant,1304110,Delhi Capitals,Punjab Kings,7,2022
S Dhawan,1304110,Punjab Kings,Delhi Capitals,19,2022
SN Khan,1304110,Delhi Capitals,Punjab Kings,32,2022
SN Thakur,1304110,Delhi Capitals,Punjab Kings,3,2022
AK Markram,1304111,Sunrisers Hyderabad,Mumbai Indians,2,2022
Abhishek Sharma,1304111,Sunrisers Hyderabad,Mumbai Indians,9,2022
DR Sams,1304111,Mumbai Indians,Sunrisers Hyderabad,15,2022
Ishan Kishan,1304111,Mumbai Indians,Sunrisers Hyderabad,43,2022
KS Williamson,1304111,Sunrisers Hyderabad,Mumbai Indians,8,2022
N Pooran,1304111,Sunrisers Hyderabad,Mumbai Indians,38,2022
PK Garg,1304111,Sunrisers Hyderabad,Mumbai Indians,42,2022
RA Tripathi,1304111,Sunrisers Hyderabad,Mumbai Indians,76,2022
RG Sharma,1304111,Mumbai Indians,Sunrisers Hyderabad,48,2022
Ramandeep Singh,1304111,Mumbai Indians,Sunrisers Hyderabad,14,2022
T Stubbs,1304111,Mumbai Indians,Sunrisers Hyderabad,2,2022
TH David,1304111,Mumbai Indians,Sunrisers Hyderabad,46,2022
Tilak Varma,1304111,Mumbai Indians,Sunrisers Hyderabad,8,2022
Washington Sundar,1304111,Sunrisers Hyderabad,Mumbai Indians,9,2022
A Tomar,1304112,Kolkata Knight Riders,Lucknow Super Giants,4,2022
AD Russell,1304112,Kolkata Knight Riders,Lucknow Super Giants,5,2022
KL Rahul,1304112,Lucknow Super Giants,Kolkata Knight Riders,68,2022
N Rana,1304112,Kolkata Knight Riders,Lucknow Super Giants,42,2022
Q de Kock,1304112,Lucknow Super Giants,Kolkata Knight Riders,140,2022
RK Singh,1304112,Kolkata Knight Riders,Lucknow Super Giants,40,2022
SP Narine,1304112,Kolkata Knight Riders,Lucknow Super Giants,21,2022
SS Iyer,1304112,Kolkata Knight Riders,Lucknow Super Giants,50,2022
SW Billings,1304112,Kolkata Knight Riders,Lucknow Super Giants,36,2022
DA Miller,1304113,Gujarat Titans,Royal Challengers Bangalore,34,2022
F du Plessis,1304113,Royal Challengers Bangalore,Gujarat Titans,44,2022
GJ Maxwell,1304113,Royal Challengers Bangalore,Gujarat Titans,40,2022
HH Pandya,1304113,Gujarat Titans,Royal Challengers Bangalore,62,2022
KD Karthik,1304113,Royal Challengers Bangalore,Gujarat Titans,2,2022
MS Wade,1304113,Gujarat Titans,Royal Challengers Bangalore,16,2022
R Tewatia,1304113,Gujarat Titans,Royal Challengers Bangalore,2,2022
Rashid Khan,1304113,Gujarat Titans,Royal Challengers Bangalore,19,2022
Shubman Gill,1304113,Gujarat Titans,Royal Challengers Bangalore,1,2022
V Kohli,1304113,Royal Challengers Bangalore,Gujarat Titans,73,2022
WP Saha,1304113,Gujarat Titans,Royal Challengers Bangalore,31,2022
AT Rayudu,1304114,Chennai Super Kings,Rajasthan Royals,3,2022
D Padikkal,1304114,Rajasthan Royals,Chennai Super Kings,3,2022
DP Conway,1304114,Chennai Super Kings,Rajasthan Royals,16,2022
JC Buttler,1304114,Rajasthan Royals,Chennai Super Kings,2,2022
MJ Santner,1304114,Chennai Super Kings,Rajasthan Royals,1,2022
MM Ali,1304114,Chennai Super Kings,Rajasthan Royals,93,2022
MS Dhoni,1304114,Chennai Super Kings,Rajasthan Royals,26,2022
N Jagadeesan,1304114,Chennai Super Kings,Rajasthan Royals,1,2022
R Ashwin,1304114,Rajasthan Royals,Chennai Super Kings,40,2022
R Parag,1304114,Rajasthan Royals,Chennai Super Kings,10,2022
RD Gaikwad,1304114,Chennai Super Kings,Rajasthan Royals,2,2022
SO Hetmyer,1304114,Rajasthan Royals,Chennai Super Kings,6,2022
SV Samson,1304114,Rajasthan Royals,Chennai Super Kings,15,2022
Simarjeet Singh,1304114,Chennai Super Kings,Rajasthan Royals,3,2022
YBK Jaiswal,1304114,Rajasthan Royals,Chennai Super Kings,59,2022
AR Patel,1304115,Delhi Capitals,Mumbai Indians,19,2022
D Brevis,1304115,Mumbai Indians,Delhi Capitals,37,2022
DA Warner,1304115,Delhi Capitals,Mumbai Indians,5,2022
Ishan Kishan,1304115,Mumbai Indians,Delhi Capitals,48,2022
Kuldeep Yadav,1304115,Delhi Capitals,Mumbai Indians,1,2022
PP Shaw,1304115,Delhi Capitals,Mumbai Indians,24,2022
R Powell,1304115,Delhi Capitals,Mumbai Indians,43,2022
RG Sharma,1304115,Mumbai Indians,Delhi Capitals,2,2022
RR Pant,1304115,Delhi Capitals,Mumbai Indians,39,2022
Ramandeep Singh,1304115,Mumbai Indians,Delhi Capitals,13,2022
SN Khan,1304115,Delhi Capitals,Mumbai Indians,10,2022
SN Thakur,1304115,Delhi Capitals,Mumbai Indians,4,2022
TH David,1304115,Mumbai Indians,Delhi Capitals,34,2022
Tilak Varma,1304115,Mumbai Indians,Delhi Capitals,21,2022
AK Markram,1304116,Sunrisers Hyderabad,Punjab Kings,21,2022
Abhishek Sharma,1304116,Sunrisers Hyderabad,Punjab Kings,43,2022
B Kumar,1304116,Sunrisers Hyderabad,Punjab Kings,1,2022
JM Bairstow,1304116,Punjab Kings,Sunrisers Hyderabad,23,2022
JM Sharma,1304116,Punjab Kings,Sunrisers Hyderabad,19,2022
LS Livingstone,1304116,Punjab Kings,Sunrisers Hyderabad,49,2022
M Shahrukh Khan,1304116,Punjab Kings,Sunrisers Hyderabad,19,2022
MA Agarwal,1304116,Punjab Kings,Sunrisers Hyderabad,1,2022
N Pooran,1304116,Sunrisers Hyderabad,Punjab Kings,5,2022
PK Garg,1304116,Sunrisers Hyderabad,Punjab Kings,4,2022
PN Mankad,1304116,Punjab Kings,Sunrisers Hyderabad,4,2022
R Shepherd,1304116,Sunrisers Hyderabad,Punjab Kings,26,2022
RA Tripathi,1304116,Sunrisers Hyderabad,Punjab Kings,20,2022
S Dhawan,1304116,Punjab Kings,Sunrisers Hyderabad,39,2022
Washington Sundar,1304116,Sunrisers Hyderabad,Punjab Kings,25,2022
D Padikkal,1312197,Rajasthan Royals,Gujarat Titans,28,2022
DA Miller,1312197,Gujarat Titans,Rajasthan Royals,68,2022
HH Pandya,1312197,Gujarat Titans,Rajasthan Royals,40,2022
JC Buttler,1312197,Rajasthan Royals,Gujarat Titans,89,2022
MS Wade,1312197,Gujarat Titans,Rajasthan Royals,35,2022
R Ashwin,1312197,Rajasthan Royals,Gujarat Titans,2,2022
R Parag,1312197,Rajasthan Royals,Gujarat Titans,4,2022
SO Hetmyer,1312197,Rajasthan Royals,Gujarat Titans,4,2022
SV Samson,1312197,Rajasthan Royals,Gujarat Titans,47,2022
Shubman Gill,1312197,Gujarat Titans,Rajasthan Royals,35,2022
YBK Jaiswal,1312197,Rajasthan Royals,Gujarat Titans,3,2022
DJ Hooda,1312198,Lucknow Super Giants,Royal Challengers Bangalore,45,2022
E Lewis,1312198,Lucknow Super Giants,Royal Challengers Bangalore,2,2022
GJ Maxwell,1312198,Royal Challengers Bangalore,Lucknow Super Giants,9,2022
KD Karthik,1312198,Royal Challengers Bangalore,Lucknow Super Giants,37,2022
KL Rahul,1312198,Lucknow Super Giants,Royal Challengers Bangalore,79,2022
M Vohra,1312198,Lucknow Super Giants,Royal Challengers Bangalore,19,2022
MK Lomror,1312198,Royal Challengers Bangalore,Lucknow Super Giants,14,2022
MP Stoinis,1312198,Lucknow Super Giants,Royal Challengers Bangalore,9,2022
PVD Chameera,1312198,Lucknow Super Giants,Royal Challengers Bangalore,11,2022
Q de Kock,1312198,Lucknow Super Giants,Royal Challengers Bangalore,6,2022
RM Patidar,1312198,Royal Challengers Bangalore,Lucknow Super Giants,112,2022
V Kohli,1312198,Royal Challengers Bangalore,Lucknow Super Giants,25,2022
D Padikkal,1312199,Rajasthan Royals,Royal Challengers Bangalore,9,2022
F du Plessis,1312199,Royal Challengers Bangalore,Rajasthan Royals,25,2022
GJ Maxwell,1312199,Royal Challengers Bangalore,Rajasthan Royals,24,2022
HV Patel,1312199,Royal Challengers Bangalore,Rajasthan Royals,1,2022
JC Buttler,1312199,Rajasthan Royals,Royal Challengers Bangalore,106,2022
JR Hazlewood,1312199,Royal Challengers Bangalore,Rajasthan Royals,1,2022
KD Karthik,1312199,Royal Challengers Bangalore,Rajasthan Royals,6,2022
MK Lomror,1312199,Royal Challengers Bangalore,Rajasthan Royals,8,2022
RM Patidar,1312199,Royal Challengers Bangalore,Rajasthan Royals,58,2022
SO Hetmyer,1312199,Rajasthan Royals,Royal Challengers Bangalore,2,2022
SV Samson,1312199,Rajasthan Royals,Royal Challengers Bangalore,23,2022
Shahbaz Ahmed,1312199,Royal Challengers Bangalore,Rajasthan Royals,12,2022
V Kohli,1312199,Royal Challengers Bangalore,Rajasthan Royals,7,2022
YBK Jaiswal,1312199,Rajasthan Royals,Royal Challengers Bangalore,21,2022
D Padikkal,1312200,Rajasthan Royals,Gujarat Titans,2,2022
DA Miller,1312200,Gujarat Titans,Rajasthan Royals,32,2022
HH Pandya,1312200,Gujarat Titans,Rajasthan Royals,34,2022
JC Buttler,1312200,Rajasthan Royals,Gujarat Titans,39,2022
MS Wade,1312200,Gujarat Titans,Rajasthan Royals,8,2022
OC McCoy,1312200,Rajasthan Royals,Gujarat Titans,8,2022
R Ashwin,1312200,Rajasthan Royals,Gujarat Titans,6,2022
R Parag,1312200,Rajasthan Royals,Gujarat Titans,15,2022
SO Hetmyer,1312200,Rajasthan Royals,Gujarat Titans,11,2022
SV Samson,1312200,Rajasthan Royals,Gujarat Titans,14,2022
Shubman Gill,1312200,Gujarat Titans,Rajasthan Royals,45,2022
TA Boult,1312200,Rajasthan Royals,Gujarat Titans,11,2022
WP Saha,1312200,Gujarat Titans,Rajasthan Royals,5,2022
YBK Jaiswal,1312200,Rajasthan Royals,Gujarat Titans,22,2022
AT Rayudu,1359475,Chennai Super Kings,Gujarat Titans,12,2023
B Sai Sudharsan,1359475,Gujarat Titans,Chennai Super Kings,22,2023
BA Stokes,1359475,Chennai Super Kings,Gujarat Titans,7,2023
DP Conway,1359475,Chennai Super Kings,Gujarat Titans,1,2023
HH Pandya,1359475,Gujarat Titans,Chennai Super Kings,8,2023
MJ Santner,1359475,Chennai Super Kings,Gujarat Titans,1,2023
MM Ali,1359475,Chennai Super Kings,Gujarat Titans,23,2023
MS Dhoni,1359475,Chennai Super Kings,Gujarat Titans,14,2023
R Tewatia,1359475,Gujarat Titans,Chennai Super Kings,15,2023
RA Jadeja,1359475,Chennai Super Kings,Gujarat Titans,1,2023
RD Gaikwad,1359475,Chennai Super Kings,Gujarat Titans,92,2023
Rashid Khan,1359475,Gujarat Titans,Chennai Super Kings,10,2023
S Dube,1359475,Chennai Super Kings,Gujarat Titans,19,2023
Shubman Gill,1359475,Gujarat Titans,Chennai Super Kings,63,2023
V Shankar,1359475,Gujarat Titans,Chennai Super Kings,27,2023
WP Saha,1359475,Gujarat Titans,Chennai Super Kings,25,2023
AD Russell,1359476,Kolkata Knight Riders,Punjab Kings,35,2023
AS Roy,1359476,Kolkata Knight Riders,Punjab Kings,4,2023
JM Sharma,1359476,Punjab Kings,Kolkata Knight Riders,21,2023
M Shahrukh Khan,1359476,Punjab Kings,Kolkata Knight Riders,11,2023
Mandeep Singh,1359476,Kolkata Knight Riders,Punjab Kings,2,2023
N Rana,1359476,Kolkata Knight Riders,Punjab Kings,24,2023
P Simran Singh,1359476,Punjab Kings,Kolkata Knight Riders,23,2023
PBB Rajapaksa,1359476,Punjab Kings,Kolkata Knight Riders,50,2023
RK Singh,1359476,Kolkata Knight Riders,Punjab Kings,4,2023
Rahmanullah Gurbaz,1359476,Kolkata Knight Riders,Punjab Kings,22,2023
S Dhawan,1359476,Punjab Kings,Kolkata Knight Riders,40,2023
SM Curran,1359476,Punjab Kings,Kolkata Knight Riders,26,2023
SN Thakur,1359476,Kolkata Knight Riders,Punjab Kings,8,2023
SP Narine,1359476,Kolkata Knight Riders,Punjab Kings,7,2023
Sikandar Raza,1359476,Punjab Kings,Kolkata Knight Riders,16,2023
VR Iyer,1359476,Kolkata Knight Riders,Punjab Kings,34,2023
A Badoni,1359477,Lucknow Super Giants,Delhi Capitals,18,2023
AR Patel,1359477,Delhi Capitals,Lucknow Super Giants,16,2023
Aman Hakim Khan,1359477,Delhi Capitals,Lucknow Super Giants,4,2023
C Sakariya,1359477,Delhi Capitals,Lucknow Super Giants,4,2023
DA Warner,1359477,Delhi Capitals,Lucknow Super Giants,56,2023
DJ Hooda,1359477,Lucknow Super Giants,Delhi Capitals,17,2023
K Gowtham,1359477,Lucknow Super Giants,Delhi Capitals,6,2023
KH Pandya,1359477,Lucknow Super Giants,Delhi Capitals,15,2023
KL Rahul,1359477,Lucknow Super Giants,Delhi Capitals,8,2023
KR Mayers,1359477,Lucknow Super Giants,Delhi Capitals,73,2023
Kuldeep Yadav,1359477,Delhi Capitals,Lucknow Super Giants,6,2023
MP Stoinis,1359477,Lucknow Super Giants,Delhi Capitals,12,2023
N Pooran,1359477,Lucknow Super Giants,Delhi Capitals,36,2023
