batsman,match_id,batting_team,bowling_team,runs_scored,year
MS Dhoni,336009,Chennai Super Kings,Delhi Daredevils,33,2008
MS Gony,336009,Chennai Super Kings,Delhi Daredevils,13,2008
S Badrinath,336009,Chennai Super Kings,Delhi Daredevils,8,2008
S Dhawan,336009,Delhi Daredevils,Chennai Super Kings,59,2008
S Vidyut,336009,Chennai Super Kings,Delhi Daredevils,40,2008
SK Raina,336009,Chennai Super Kings,Delhi Daredevils,1,2008
SP Fleming,336009,Chennai Super Kings,Delhi Daredevils,44,2008
Shoaib Malik,336009,Delhi Daredevils,Chennai Super Kings,2,2008
V Sehwag,336009,Delhi Daredevils,Chennai Super Kings,23,2008
A Chopra,336010,Kolkata Knight Riders,Royal Challengers Bangalore,2,2008
BJ Hodge,336010,Kolkata Knight Riders,Royal Challengers Bangalore,10,2008
CL White,336010,Royal Challengers Bangalore,Kolkata Knight Riders,30,2008
DJ Hussey,336010,Kolkata Knight Riders,Royal Challengers Bangalore,26,2008
J Arunkumar,336010,Royal Challengers Bangalore,Kolkata Knight Riders,22,2008
LR Shukla,336010,Kolkata Knight Riders,Royal Challengers Bangalore,11,2008
M Kartik,336010,Kolkata Knight Riders,Royal Challengers Bangalore,17,2008
MV Boucher,336010,Royal Challengers Bangalore,Kolkata Knight Riders,50,2008
P Kumar,336010,Royal Challengers Bangalore,Kolkata Knight Riders,4,2008
R Dravid,336010,Royal Challengers Bangalore,Kolkata Knight Riders,5,2008
S Chanderpaul,336010,Royal Challengers Bangalore,Kolkata Knight Riders,7,2008
SC Ganguly,336010,Kolkata Knight Riders,Royal Challengers Bangalore,20,2008
T Taibu,336010,Kolkata Knight Riders,Royal Challengers Bangalore,15,2008
Umar Gul,336010,Kolkata Knight Riders,Royal Challengers Bangalore,6,2008
WP Saha,336010,Kolkata Knight Riders,Royal Challengers Bangalore,17,2008
AC Gilchrist,336011,Deccan Chargers,Rajasthan Royals,61,2008
DB Ravi Teja,336011,Deccan Chargers,Rajasthan Royals,6,2008
GC Smith,336011,Rajasthan Royals,Deccan Chargers,40,2008
HH Gibbs,336011,Deccan Chargers,Rajasthan Royals,19,2008
M Kaif,336011,Rajasthan Royals,Deccan Chargers,17,2008
PP Ojha,336011,Deccan Chargers,Rajasthan Royals,1,2008
RG Sharma,336011,Deccan Chargers,Rajasthan Royals,5,2008
RP Singh,336011,Deccan Chargers,Rajasthan Royals,2,2008
SB Bangar,336011,Deccan Chargers,Rajasthan Royals,3,2008
SB Styris,336011,Deccan Chargers,Rajasthan Royals,13,2008
SR Watson,336011,Rajasthan Royals,Deccan Chargers,5,2008
Shahid Afridi,336011,Deccan Chargers,Rajasthan Royals,1,2008
Y Venugopal Rao,336011,Deccan Chargers,Rajasthan Royals,23,2008
YK Pathan,336011,Rajasthan Royals,Deccan Chargers,68,2008
B Akhil,336012,Royal Challengers Bangalore,Mumbai Indians,5,2008
CL White,336012,Royal Challengers Bangalore,Mumbai Indians,26,2008
MV Boucher,336012,Royal Challengers Bangalore,Mumbai Indians,18,2008
P Kumar,336012,Royal Challengers Bangalore,Mumbai Indians,8,2008
R Dravid,336012,Royal Challengers Bangalore,Mumbai Indians,11,2008
R Vinay Kumar,336012,Royal Challengers Bangalore,Mumbai Indians,23,2008
RV Uthappa,336012,Mumbai Indians,Royal Challengers Bangalore,19,2008
SP Goswami,336012,Royal Challengers Bangalore,Mumbai Indians,20,2008
SR Tendulkar,336012,Mumbai Indians,Royal Challengers Bangalore,40,2008
ST Jayasuriya,336012,Mumbai Indians,Royal Challengers Bangalore,54,2008
DPMD Jayawardene,336013,Kings XI Punjab,Chennai Super Kings,8,2008
IK Pathan,336013,Kings XI Punjab,Chennai Super Kings,40,2008
JA Morkel,336013,Chennai Super Kings,Kings XI Punjab,7,2008
JR Hopes,336013,Kings XI Punjab,Chennai Super Kings,14,2008
K Goel,336013,Kings XI Punjab,Chennai Super Kings,1,2008
MS Dhoni,336013,Chennai Super Kings,Kings XI Punjab,60,2008
PP Chawla,336013,Kings XI Punjab,Chennai Super Kings,17,2008
RR Sarwan,336013,Kings XI Punjab,Chennai Super Kings,20,2008
S Badrinath,336013,Chennai Super Kings,Kings XI Punjab,64,2008
S Vidyut,336013,Chennai Super Kings,Kings XI Punjab,8,2008
SE Marsh,336013,Kings XI Punjab,Chennai Super Kings,58,2008
SK Raina,336013,Chennai Super Kings,Kings XI Punjab,26,2008
SP Fleming,336013,Chennai Super Kings,Kings XI Punjab,1,2008
Yuvraj Singh,336013,Kings XI Punjab,Chennai Super Kings,2,2008
A Chopra,336014,Kolkata Knight Riders,Deccan Chargers,24,2008
AC Gilchrist,336014,Deccan Chargers,Kolkata Knight Riders,24,2008
DB Ravi Teja,336014,Deccan Chargers,Kolkata Knight Riders,10,2008
DJ Hussey,336014,Kolkata Knight Riders,Deccan Chargers,57,2008
HH Gibbs,336014,Deccan Chargers,Kolkata Knight Riders,5,2008
LR Shukla,336014,Kolkata Knight Riders,Deccan Chargers,14,2008
RG Sharma,336014,Deccan Chargers,Kolkata Knight Riders,33,2008
RP Singh,336014,Deccan Chargers,Kolkata Knight Riders,6,2008
SB Bangar,336014,Deccan Chargers,Kolkata Knight Riders,2,2008
SB Styris,336014,Deccan Chargers,Kolkata Knight Riders,5,2008
SC Ganguly,336014,Kolkata Knight Riders,Deccan Chargers,91,2008
Salman Butt,336014,Kolkata Knight Riders,Deccan Chargers,4,2008
T Taibu,336014,Kolkata Knight Riders,Deccan Chargers,9,2008
WPUJC Vaas,336014,Deccan Chargers,Kolkata Knight Riders,9,2008
Y Venugopal Rao,336014,Deccan Chargers,Kolkata Knight Riders,71,2008
A Mishra,336015,Delhi Daredevils,Rajasthan Royals,4,2008
AB de Villiers,336015,Delhi Daredevils,Rajasthan Royals,20,2008
AD Mascarenhas,336015,Rajasthan Royals,Delhi Daredevils,9,2008
G Gambhir,336015,Delhi Daredevils,Rajasthan Royals,31,2008
GC Smith,336015,Rajasthan Royals,Delhi Daredevils,24,2008
KD Karthik,336015,Delhi Daredevils,Rajasthan Royals,13,2008
M Kaif,336015,Rajasthan Royals,Delhi Daredevils,1,2008
M Rawat,336015,Rajasthan Royals,Delhi Daredevils,5,2008
MF Maharoof,336015,Delhi Daredevils,Rajasthan Royals,39,2008
Niraj Patel,336015,Rajasthan Royals,Delhi Daredevils,4,2008
RA Jadeja,336015,Rajasthan Royals,Delhi Daredevils,6,2008
S Dhawan,336015,Delhi Daredevils,Rajasthan Royals,3,2008
SK Warne,336015,Rajasthan Royals,Delhi Daredevils,11,2008
SR Watson,336015,Rajasthan Royals,Delhi Daredevils,74,2008
TM Dilshan,336015,Delhi Daredevils,Rajasthan Royals,18,2008
V Sehwag,336015,Delhi Daredevils,Rajasthan Royals,17,2008
YK Pathan,336015,Rajasthan Royals,Delhi Daredevils,8,2008
CL White,336016,Royal Challengers Bangalore,Kings XI Punjab,10,2008
J Arunkumar,336016,Royal Challengers Bangalore,Kings XI Punjab,1,2008
JR Hopes,336016,Kings XI Punjab,Royal Challengers Bangalore,27,2008
LA Pomersbach,336016,Kings XI Punjab,Royal Challengers Bangalore,34,2008
MV Boucher,336016,Royal Challengers Bangalore,Kings XI Punjab,39,2008
Misbah-ul-Haq,336016,Royal Challengers Bangalore,Kings XI Punjab,21,2008
P Kumar,336016,Royal Challengers Bangalore,Kings XI Punjab,5,2008
R Dravid,336016,Royal Challengers Bangalore,Kings XI Punjab,29,2008
R Vinay Kumar,336016,Royal Challengers Bangalore,Kings XI Punjab,1,2008
SE Marsh,336016,Kings XI Punjab,Royal Challengers Bangalore,74,2008
V Kohli,336016,Royal Challengers Bangalore,Kings XI Punjab,21,2008
Z Khan,336016,Royal Challengers Bangalore,Kings XI Punjab,1,2008
A Chopra,336017,Kolkata Knight Riders,Delhi Daredevils,13,2008
A Mishra,336017,Delhi Daredevils,Kolkata Knight Riders,31,2008
AB de Villiers,336017,Delhi Daredevils,Kolkata Knight Riders,7,2008
DJ Hussey,336017,Kolkata Knight Riders,Delhi Daredevils,31,2008
G Gambhir,336017,Delhi Daredevils,Kolkata Knight Riders,10,2008
Iqbal Abdulla,336017,Kolkata Knight Riders,Delhi Daredevils,1,2008
LR Shukla,336017,Kolkata Knight Riders,Delhi Daredevils,10,2008
MF Maharoof,336017,Delhi Daredevils,Kolkata Knight Riders,10,2008
MK Tiwary,336017,Delhi Daredevils,Kolkata Knight Riders,9,2008
S Dhawan,336017,Delhi Daredevils,Kolkata Knight Riders,7,2008
SC Ganguly,336017,Kolkata Knight Riders,Delhi Daredevils,7,2008
Salman Butt,336017,Kolkata Knight Riders,Delhi Daredevils,48,2008
T Taibu,336017,Kolkata Knight Riders,Delhi Daredevils,7,2008
TM Dilshan,336017,Delhi Daredevils,Kolkata Knight Riders,25,2008
VY Mahesh,336017,Delhi Daredevils,Kolkata Knight Riders,3,2008
WP Saha,336017,Kolkata Knight Riders,Delhi Daredevils,5,2008
JA Morkel,336018,Chennai Super Kings,Mumbai Indians,5,2008
MS Dhoni,336018,Chennai Super Kings,Mumbai Indians,43,2008
RV Uthappa,336018,Mumbai Indians,Chennai Super Kings,16,2008
S Badrinath,336018,Chennai Super Kings,Mumbai Indians,53,2008
S Vidyut,336018,Chennai Super Kings,Mumbai Indians,16,2008
SK Raina,336018,Chennai Super Kings,Mumbai Indians,1,2008
SP Fleming,336018,Chennai Super Kings,Mumbai Indians,26,2008
SR Tendulkar,336018,Mumbai Indians,Chennai Super Kings,12,2008
ST Jayasuriya,336018,Mumbai Indians,Chennai Super Kings,114,2008
D Salunkhe,336019,Rajasthan Royals,Kings XI Punjab,6,2008
JR Hopes,336019,Kings XI Punjab,Rajasthan Royals,51,2008
Kamran Akmal,336019,Rajasthan Royals,Kings XI Punjab,24,2008
LA Pomersbach,336019,Kings XI Punjab,Rajasthan Royals,1,2008
M Kaif,336019,Rajasthan Royals,Kings XI Punjab,1,2008
M Rawat,336019,Rajasthan Royals,Kings XI Punjab,23,2008
Niraj Patel,336019,Rajasthan Royals,Kings XI Punjab,57,2008
Pankaj Singh,336019,Rajasthan Royals,Kings XI Punjab,1,2008
SE Marsh,336019,Kings XI Punjab,Rajasthan Royals,115,2008
SR Watson,336019,Rajasthan Royals,Kings XI Punjab,22,2008
YK Pathan,336019,Rajasthan Royals,Kings XI Punjab,39,2008
Younis Khan,336019,Rajasthan Royals,Kings XI Punjab,3,2008
Yuvraj Singh,336019,Kings XI Punjab,Rajasthan Royals,49,2008
AC Gilchrist,336020,Deccan Chargers,Delhi Daredevils,14,2008
DB Ravi Teja,336020,Deccan Chargers,Delhi Daredevils,9,2008
DP Vijaykumar,336020,Deccan Chargers,Delhi Daredevils,1,2008
G Gambhir,336020,Delhi Daredevils,Deccan Chargers,79,2008
HH Gibbs,336020,Deccan Chargers,Delhi Daredevils,22,2008
MF Maharoof,336020,Delhi Daredevils,Deccan Chargers,19,2008
MK Tiwary,336020,Delhi Daredevils,Deccan Chargers,4,2008
PM Sarvesh Kumar,336020,Deccan Chargers,Delhi Daredevils,1,2008
RG Sharma,336020,Deccan Chargers,Delhi Daredevils,35,2008
RP Singh,336020,Deccan Chargers,Delhi Daredevils,1,2008
S Dhawan,336020,Delhi Daredevils,Deccan Chargers,68,2008
SB Styris,336020,Deccan Chargers,Delhi Daredevils,29,2008
Shahid Afridi,336020,Deccan Chargers,Delhi Daredevils,33,2008
TM Dilshan,336020,Delhi Daredevils,Deccan Chargers,16,2008
Y Venugopal Rao,336020,Deccan Chargers,Delhi Daredevils,34,2008
A Chopra,336021,Kolkata Knight Riders,Mumbai Indians,1,2008
AB Agarkar,336021,Kolkata Knight Riders,Mumbai Indians,15,2008
AB Dinda,336021,Kolkata Knight Riders,Mumbai Indians,1,2008
DJ Hussey,336021,Kolkata Knight Riders,Mumbai Indians,2,2008
DJ Thornely,336021,Mumbai Indians,Kolkata Knight Riders,1,2008
I Sharma,336021,Kolkata Knight Riders,Mumbai Indians,4,2008
Mohammad Hafeez,336021,Kolkata Knight Riders,Mumbai Indians,5,2008
RV Uthappa,336021,Mumbai Indians,Kolkata Knight Riders,9,2008
SC Ganguly,336021,Kolkata Knight Riders,Mumbai Indians,15,2008
ST Jayasuriya,336021,Mumbai Indians,Kolkata Knight Riders,48,2008
Salman Butt,336021,Kolkata Knight Riders,Mumbai Indians,13,2008
Shoaib Akhtar,336021,Kolkata Knight Riders,Mumbai Indians,2,2008
WP Saha,336021,Kolkata Knight Riders,Mumbai Indians,1,2008
DPMD Jayawardene,336022,Kings XI Punjab,Delhi Daredevils,36,2008
G Gambhir,336022,Delhi Daredevils,Kings XI Punjab,40,2008
JR Hopes,336022,Kings XI Punjab,Delhi Daredevils,4,2008
LA Pomersbach,336022,Kings XI Punjab,Delhi Daredevils,25,2008
S Dhawan,336022,Delhi Daredevils,Kings XI Punjab,8,2008
SE Marsh,336022,Kings XI Punjab,Delhi Daredevils,2,2008
Shoaib Malik,336022,Delhi Daredevils,Kings XI Punjab,1,2008
TM Dilshan,336022,Delhi Daredevils,Kings XI Punjab,8,2008
V Sehwag,336022,Delhi Daredevils,Kings XI Punjab,51,2008
Yuvraj Singh,336022,Kings XI Punjab,Delhi Daredevils,23,2008
A Kumble,336023,Royal Challengers Bangalore,Rajasthan Royals,8,2008
CL White,336023,Royal Challengers Bangalore,Rajasthan Royals,10,2008
DT Patil,336023,Royal Challengers Bangalore,Rajasthan Royals,9,2008
GC Smith,336023,Rajasthan Royals,Royal Challengers Bangalore,75,2008
JH Kallis,336023,Royal Challengers Bangalore,Rajasthan Royals,20,2008
R Dravid,336023,Royal Challengers Bangalore,Rajasthan Royals,75,2008
SA Asnodkar,336023,Rajasthan Royals,Royal Challengers Bangalore,50,2008
SR Watson,336023,Rajasthan Royals,Royal Challengers Bangalore,46,2008
V Kohli,336023,Royal Challengers Bangalore,Rajasthan Royals,3,2008
Z Khan,336023,Royal Challengers Bangalore,Rajasthan Royals,1,2008
AC Gilchrist,336024,Deccan Chargers,Mumbai Indians,13,2008
AM Nayar,336024,Mumbai Indians,Deccan Chargers,38,2008
DB Ravi Teja,336024,Deccan Chargers,Mumbai Indians,37,2008
DJ Bravo,336024,Mumbai Indians,Deccan Chargers,30,2008
DJ Thornely,336024,Mumbai Indians,Deccan Chargers,8,2008
DNT Zoysa,336024,Deccan Chargers,Mumbai Indians,10,2008
H Das,336024,Deccan Chargers,Mumbai Indians,2,2008
LPC Silva,336024,Deccan Chargers,Mumbai Indians,17,2008
PR Shah,336024,Mumbai Indians,Deccan Chargers,10,2008
RG Sharma,336024,Deccan Chargers,Mumbai Indians,6,2008
RP Singh,336024,Deccan Chargers,Mumbai Indians,3,2008
RR Raje,336024,Mumbai Indians,Deccan Chargers,1,2008
RV Uthappa,336024,Mumbai Indians,Deccan Chargers,7,2008
SR Tendulkar,336024,Mumbai Indians,Deccan Chargers,23,2008
ST Jayasuriya,336024,Mumbai Indians,Deccan Chargers,36,2008
Y Venugopal Rao,336024,Deccan Chargers,Mumbai Indians,57,2008
YV Takawale,336024,Mumbai Indians,Deccan Chargers,5,2008
DB Das,336025,Kolkata Knight Riders,Chennai Super Kings,27,2008
LR Shukla,336025,Kolkata Knight Riders,Chennai Super Kings,13,2008
Mohammad Hafeez,336025,Kolkata Knight Riders,Chennai Super Kings,6,2008
PA Patel,336025,Chennai Super Kings,Kolkata Knight Riders,19,2008
SC Ganguly,336025,Kolkata Knight Riders,Chennai Super Kings,2,2008
SP Fleming,336025,Chennai Super Kings,Kolkata Knight Riders,32,2008
Salman Butt,336025,Kolkata Knight Riders,Chennai Super Kings,73,2008
WP Saha,336025,Kolkata Knight Riders,Chennai Super Kings,15,2008
AB de Villiers,336026,Delhi Daredevils,Royal Challengers Bangalore,21,2008
B Akhil,336026,Royal Challengers Bangalore,Delhi Daredevils,3,2008
B Chipli,336026,Royal Challengers Bangalore,Delhi Daredevils,2,2008
CL White,336026,Royal Challengers Bangalore,Delhi Daredevils,1,2008
G Gambhir,336026,Delhi Daredevils,Royal Challengers Bangalore,39,2008
JH Kallis,336026,Royal Challengers Bangalore,Delhi Daredevils,25,2008
KD Karthik,336026,Delhi Daredevils,Royal Challengers Bangalore,6,2008
MF Maharoof,336026,Delhi Daredevils,Royal Challengers Bangalore,13,2008
Misbah-ul-Haq,336026,Royal Challengers Bangalore,Delhi Daredevils,47,2008
P Kumar,336026,Royal Challengers Bangalore,Delhi Daredevils,2,2008
R Dravid,336026,Royal Challengers Bangalore,Delhi Daredevils,9,2008
S Dhawan,336026,Delhi Daredevils,Royal Challengers Bangalore,16,2008
SP Goswami,336026,Royal Challengers Bangalore,Delhi Daredevils,52,2008
TM Dilshan,336026,Delhi Daredevils,Royal Challengers Bangalore,4,2008
V Sehwag,336026,Delhi Daredevils,Royal Challengers Bangalore,47,2008
Z Khan,336026,Royal Challengers Bangalore,Delhi Daredevils,4,2008
AB Agarkar,336027,Kolkata Knight Riders,Rajasthan Royals,5,2008
DB Das,336027,Kolkata Knight Riders,Rajasthan Royals,31,2008
DJ Hussey,336027,Kolkata Knight Riders,Rajasthan Royals,11,2008
GC Smith,336027,Rajasthan Royals,Kolkata Knight Riders,24,2008
I Sharma,336027,Kolkata Knight Riders,Rajasthan Royals,2,2008
LR Shukla,336027,Kolkata Knight Riders,Rajasthan Royals,15,2008
M Kaif,336027,Rajasthan Royals,Kolkata Knight Riders,34,2008
Mohammad Hafeez,336027,Kolkata Knight Riders,Rajasthan Royals,4,2008
SA Asnodkar,336027,Rajasthan Royals,Kolkata Knight Riders,5,2008
SC Ganguly,336027,Kolkata Knight Riders,Rajasthan Royals,32,2008
SR Watson,336027,Rajasthan Royals,Kolkata Knight Riders,19,2008
Salman Butt,336027,Kolkata Knight Riders,Rajasthan Royals,24,2008
Sohail Tanvir,336027,Rajasthan Royals,Kolkata Knight Riders,13,2008
Umar Gul,336027,Kolkata Knight Riders,Rajasthan Royals,7,2008
WP Saha,336027,Kolkata Knight Riders,Rajasthan Royals,11,2008
YK Pathan,336027,Rajasthan Royals,Kolkata Knight Riders,48,2008
AM Nayar,336028,Mumbai Indians,Kings XI Punjab,27,2008
CRD Fernando,336028,Mumbai Indians,Kings XI Punjab,2,2008
DPMD Jayawardene,336028,Kings XI Punjab,Mumbai Indians,1,2008
DR Smith,336028,Mumbai Indians,Kings XI Punjab,20,2008
IK Pathan,336028,Kings XI Punjab,Mumbai Indians,9,2008
LA Pomersbach,336028,Kings XI Punjab,Mumbai Indians,79,2008
PR Shah,336028,Mumbai Indians,Kings XI Punjab,5,2008
RV Uthappa,336028,Mumbai Indians,Kings XI Punjab,9,2008
SD Chitnis,336028,Mumbai Indians,Kings XI Punjab,15,2008
SE Marsh,336028,Kings XI Punjab,Mumbai Indians,81,2008
SR Tendulkar,336028,Mumbai Indians,Kings XI Punjab,65,2008
ST Jayasuriya,336028,Mumbai Indians,Kings XI Punjab,20,2008
VS Yeligati,336028,Mumbai Indians,Kings XI Punjab,2,2008
Yuvraj Singh,336028,Kings XI Punjab,Mumbai Indians,7,2008
A Kumble,336029,Royal Challengers Bangalore,Chennai Super Kings,2,2008
B Akhil,336029,Royal Challengers Bangalore,Chennai Super Kings,6,2008
JA Morkel,336029,Chennai Super Kings,Royal Challengers Bangalore,1,2008
JH Kallis,336029,Royal Challengers Bangalore,Chennai Super Kings,5,2008
MS Dhoni,336029,Chennai Super Kings,Royal Challengers Bangalore,4,2008
MS Gony,336029,Chennai Super Kings,Royal Challengers Bangalore,4,2008
MV Boucher,336029,Royal Challengers Bangalore,Chennai Super Kings,17,2008
Misbah-ul-Haq,336029,Royal Challengers Bangalore,Chennai Super Kings,4,2008
P Kumar,336029,Royal Challengers Bangalore,Chennai Super Kings,21,2008
PA Patel,336029,Chennai Super Kings,Royal Challengers Bangalore,24,2008
R Dravid,336029,Royal Challengers Bangalore,Chennai Super Kings,47,2008
S Badrinath,336029,Chennai Super Kings,Royal Challengers Bangalore,1,2008
SK Raina,336029,Chennai Super Kings,Royal Challengers Bangalore,21,2008
SP Fleming,336029,Chennai Super Kings,Royal Challengers Bangalore,45,2008
SP Goswami,336029,Royal Challengers Bangalore,Chennai Super Kings,10,2008
V Kohli,336029,Royal Challengers Bangalore,Chennai Super Kings,10,2008
AC Gilchrist,336031,Deccan Chargers,Kings XI Punjab,50,2008
DPMD Jayawardene,336031,Kings XI Punjab,Deccan Chargers,14,2008
HH Gibbs,336031,Deccan Chargers,Kings XI Punjab,44,2008
KC Sangakkara,336031,Kings XI Punjab,Deccan Chargers,50,2008
LA Pomersbach,336031,Kings XI Punjab,Deccan Chargers,13,2008
LPC Silva,336031,Deccan Chargers,Kings XI Punjab,23,2008
PP Chawla,336031,Kings XI Punjab,Deccan Chargers,16,2008
RG Sharma,336031,Deccan Chargers,Kings XI Punjab,50,2008
SB Styris,336031,Deccan Chargers,Kings XI Punjab,1,2008
SE Marsh,336031,Kings XI Punjab,Deccan Chargers,60,2008
Y Venugopal Rao,336031,Deccan Chargers,Kings XI Punjab,2,2008
Yuvraj Singh,336031,Kings XI Punjab,Deccan Chargers,17,2008
AM Nayar,336032,Mumbai Indians,Delhi Daredevils,1,2008
DR Smith,336032,Mumbai Indians,Delhi Daredevils,17,2008
G Gambhir,336032,Delhi Daredevils,Mumbai Indians,19,2008
KD Karthik,336032,Delhi Daredevils,Mumbai Indians,56,2008
MF Maharoof,336032,Delhi Daredevils,Mumbai Indians,20,2008
MK Tiwary,336032,Delhi Daredevils,Mumbai Indians,36,2008
RV Uthappa,336032,Mumbai Indians,Delhi Daredevils,46,2008
S Dhawan,336032,Delhi Daredevils,Mumbai Indians,27,2008
SD Chitnis,336032,Mumbai Indians,Delhi Daredevils,3,2008
SM Pollock,336032,Mumbai Indians,Delhi Daredevils,16,2008
SR Tendulkar,336032,Mumbai Indians,Delhi Daredevils,18,2008
ST Jayasuriya,336032,Mumbai Indians,Delhi Daredevils,66,2008
V Sehwag,336032,Delhi Daredevils,Mumbai Indians,18,2008
GC Smith,336033,Rajasthan Royals,Chennai Super Kings,91,2008
JA Morkel,336033,Chennai Super Kings,Rajasthan Royals,71,2008
Kamran Akmal,336033,Rajasthan Royals,Chennai Super Kings,53,2008
M Kaif,336033,Rajasthan Royals,Chennai Super Kings,10,2008
MS Dhoni,336033,Chennai Super Kings,Rajasthan Royals,12,2008
MS Gony,336033,Chennai Super Kings,Rajasthan Royals,2,2008
PA Patel,336033,Chennai Super Kings,Rajasthan Royals,54,2008
S Badrinath,336033,Chennai Super Kings,Rajasthan Royals,1,2008
SA Asnodkar,336033,Rajasthan Royals,Chennai Super Kings,41,2008
SK Raina,336033,Chennai Super Kings,Rajasthan Royals,45,2008
SP Fleming,336033,Chennai Super Kings,Rajasthan Royals,7,2008
T Kohli,336033,Rajasthan Royals,Chennai Super Kings,3,2008
YK Pathan,336033,Rajasthan Royals,Chennai Super Kings,6,2008
AC Gilchrist,336034,Deccan Chargers,Royal Challengers Bangalore,10,2008
AS Yadav,336034,Deccan Chargers,Royal Challengers Bangalore,3,2008
B Chipli,336034,Royal Challengers Bangalore,Deccan Chargers,10,2008
HH Gibbs,336034,Deccan Chargers,Royal Challengers Bangalore,5,2008
JH Kallis,336034,Royal Challengers Bangalore,Deccan Chargers,6,2008
MV Boucher,336034,Royal Challengers Bangalore,Deccan Chargers,16,2008
Misbah-ul-Haq,336034,Royal Challengers Bangalore,Deccan Chargers,3,2008
P Kumar,336034,Royal Challengers Bangalore,Deccan Chargers,8,2008
R Dravid,336034,Royal Challengers Bangalore,Deccan Chargers,26,2008
RG Sharma,336034,Deccan Chargers,Royal Challengers Bangalore,57,2008
SB Bangar,336034,Deccan Chargers,Royal Challengers Bangalore,17,2008
SB Styris,336034,Deccan Chargers,Royal Challengers Bangalore,2,2008
Shahid Afridi,336034,Deccan Chargers,Royal Challengers Bangalore,1,2008
V Kohli,336034,Royal Challengers Bangalore,Deccan Chargers,38,2008
